,Notice Posted On,Company Name,Eligibility,Job Description & Application Link,Recruitment Type,Company  Reqirements
,03.12.18,White Orange Software,"BE/ME
CO
IT
MCA
BCA",https://goo.gl/5A9q9r,"Pooled Campus
Through Aspering Mind","MySQL, MongoDB, SQLite, UI 
swift,Xcode,UI/UX"
,01.12.18,Silverlink Technologies,"BSc (IT), MSc (IT), BSc (CS), MSc (CS),BE (IT), BE(CS), BCA, MCA",https://goo.gl/5zMGCa,On Campus,-
,01.12.18,American Express,ALL,https://goo.gl/9P8u1W,On Campus,"Java, JavaScript, .NET, Python"
,28.11.18,Netsol IT Solutions Pvt. Ltd.,"BE/ME
CO
IT
MCA",https://goo.gl/NmfAMu,On Campus,"PHP, .NET, CodeIgnitor, Laravel, WordPress, Magento2"
,27.11.18,CINIF Technologies Limited,"BE/ME 
EC
EL",https://goo.gl/EP2DhC,On Campus,-
,22.11.18,Flock Tex,"BE/ME
CO
IT
MCA
EC",https://goo.gl/5hWKjs,On campus," C, C++, C#, OpenCV, Qt."
,22.11.18,iFour Technolab Pvt Ltd,"BE/ME
CO
IT
MCA",https://goo.gl/fP7841,On Campus, .NET
,22.11.18,International Centre for Technological Innovations,ALL,https://goo.gl/5F2frZ,On Campus,-
,22.11.18,Focus Academy for Career Enhancement,ALL, https://goo.gl/xnFSTC,On Campus,-
,22.11.18,Collabera Services Pvt. Ltd.,"BE/ME
CO
IT
MCA
Other",https://goo.gl/eYA8Up,"Pooled Campus
INDUS University",-
,21.11.18,SSB Digital,"BE/ME
CO
IT
MCA",https://goo.gl/R5SKQN,On Campus,"Android,PHP,.NET"
,20.11.2018,Patanjali Ayurved Ltd,"BBA
MBA",https://goo.gl/87WmTe,"On Campus
CTPC",-
,20.11.2018,Atos,ALL,https://goo.gl/CfYjnj,On Campus,-
,20.11.2018,BitExcellent Pvt. Ltd.,"BE/ME
CO
IT
MCA",https://goo.gl/tPyv9P,On Campus,"PHP, PHP Framework, Bootstrap, Word press, Jquery, JavaScript, MySQL, Web & Rest API,Android, JavaScript framework, Swift, XML, SQLite, MySQL, Web API, JavaScriptON"
,20.11.2018,3M Technology,"BE/ME
CO
IT
MCA",https://goo.gl/4LG3P5,On Campus,".NET, Android, PHP, React Native"
,20.11.2018,WebMob,"BE/ME
CO
IT
MCA",https://goo.gl/nX9tW3,On Campus,"1. Android
   2. iOS
   3. PHP, LARAVEL, Codeignitor, Wordpress, Magento
   4. JAVASCRIPT (Node.js, Angular.js, Vue.js etc.)
   5. Others (Python, AR/VR)"
,2.11.2018,Case Point,"BE/ME
CO
IT
MCA",https://goo.gl/DNQ3dc,On Campus,-
,1.11.2018,TCS Inframind,ALL,https://goo.gl/uiUt11,On Campus,-
,1.11.2018,Acute Informatics Pvt ltd,"BE/ME
CO
IT
MCA",https://goo.gl/deX21Y,On Campus, SQL or oops Knowledge
,29.10.2018,Strategic Alliance,"BE/ME
CO
IT
MCA",https://goo.gl/6sGKAS,On Campus,"REST / SOAP API
JavaScriptON / XML format handling,.NET,POSTMan
Fiddler
SOAPUI
Knoweldge of SSIS"
,29.10.2018,WIPRO Elite NLTH 2019,ALL,https://goo.gl/2htWFm,On Campus,-
,26.10.2018,surekha technologies,"BE/ME
CO
IT
MCA",https://goo.gl/1uJBgd,On Campus,"JAVA,Big Data"
,25.10.2018,T-Systems,"CO
IT",https://goo.gl/SwG4Sn,Off Campus,-
,24.10.2018,Space Surat,ALL,https://goo.gl/aXksRo,On Campus,-
,19.10.2018,Environment  Innovation,"CH
ME-Enviro
M.Sc.",https://goo.gl/7ujrfK,On Campus,"GPCB ,NABL,Food testing,chemical testing,pharmaceutical product testing,environment testing."
,12.10.2018,Pandav HR Solutions,"BE/ME
CO
IT
EC
EL",https://goo.gl/ViTqAk,On Campus,ELECTRONICS ENGINEER
,09.10.2018,SOFTNICE,All,https://goo.gl/ULY2GZ,On Campus,-
,09.10.2018,Face Young Leaders,All,https://goo.gl/F9oEny,On Campus,-
,09.10.2018,Capgemini,"IT
CO
EC
EL
IC",https://goo.gl/7vFJvn,"Pooled Campus/
On Campus
Through SAL College",-
,08.10.2018,KhodiyarCad Center (I) Pvt Ltd. - Surat,All,https://goo.gl/geRoVG,On Campus,Cad Trainer
,08.10.2018,L&T's Switchgear,Electrical,https://goo.gl/6DcmTV,On Campus,-
,04.10.2018,Variance InfoTech Pvt. Ltd,"CO
IT
MCA
ME-CO",https://goo.gl/1aee8i,On Campus,-
,29.09.2018,Maruti Suzuki India Limited,All,https://goo.gl/iKvNrA,On Campus,-
,29.09.2018,Helios Solutions,"CO
IT
MCA
ME-CO",https://goo.gl/PpxT7g,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,28.09.2018,9Series Solution Pvt Ltd.,TT,https://goo.gl/A7kHPB,On Campus,-
,27.09.2018,OPTIMA INSTRUMENTS,"EC
IC",https://goo.gl/2wnJvS,On Campus,Instruments Technician / Service Engineers
,25.09.2018,Gujarat Credo Alumina Chemicals Pvt. Ltd.,"CH
IC
EL",https://goo.gl/7Ms4WB,"On Campus
Throgu GTU Placement Cell",-
,20.09.2018,Sparkle infotech,"CO
IT
MCA
ME-CO",https://goo.gl/gFhnWF,On Campus," PHP, WordPress, MySQL, jQuery, Java script . JAVA,C"
,19.09.2018,Picus Tech Software,"CO
IT
EC
ME-CO
ME-EC",https://goo.gl/dHs2aJ,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation,C,C++"
,19.09.2018,Amnex Infotechnologies,"CO
IT
MCA
EC
MBA",https://goo.gl/QNdTLD,On Campus," System Analyst
Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation
Machine Learning Engineer"
,17.09.2018,MyAnatomy - Online Test,All,https://goo.gl/PA2VKE,On Campus,-
,17.09.2018,AMCAT,All,https://goo.gl/5KNFPk,,-
,17.09.2018,Deccan Fine Chemicals (India) Pvt. Ltd.,All,https://goo.gl/QjRfws,On Campus,-
,17.09.2018,The Economic Times Campus Stars,All,https://goo.gl/tbWTRe,On Campus,-
,15.09.2018,Matrix Comsec Pvt. Ltd,EC,https://goo.gl/tbWTRe,On Campus,-
,14.09.2018,BigScale,MCA,https://goo.gl/sCbeku,On Campus,"Ruby on Rail,Game Developer,Andriod Developer"
,14.09.2018,Cloudester,"MCA
CO
IT",https://goo.gl/5erkGA,"On Campus
Through GTU","Android, Web Development (Angular.js, Node.js, React.js)"
,12.09.2018,Cyber Security -,ALL,https://goo.gl/wHkGDa,Seminar Feedback,-
,12.09.2018,Ncrypted,"CO
IT",https://goo.gl/KSMCxE,"On Campus
SAL College","Web Developer (PHP)

MySQL, MongoDB, SQLite, UI

IOS developer

Business Development Executive

Business Analyst

Internet Marketing Executive/SEO

Content Writer"
,12.09.2018,Kusumgar Corporates Private Limited,"TT
EL
CO
IT
MCA",https://goo.gl/V5LFts,On Campus,-
,01.01.2020,Nesans Mining and Automation Pvt Ltd,Civil,http://bit.ly/NesansMining,On Campus,"Mechanical, Mining, Civil and Metallurgical Engineering."
,01.01.2020,En-vision Environmental,"BE/ME
Civil, CH
Enviro
B.Sc./M.Sc.",http://bit.ly/EnvisionEnvironmental,On Campus,Environmental Impact Assessment (EIA) Department ; as Assistant Managers (EIA) and Junior Engineers (EIA)
,03.01.2020,IGZ Solution Pvt ltd,"BE/ME
CO IT MCA
B.Sc./M.Sc.(CS)",http://bit.ly/IGZSolution,On Campus," Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,08.01.2020,Advanced Business & Healthcare Solutions,"BE/ME
CO IT MCA
B.Sc./M.Sc.(CS)",http://bit.ly/AdvancedBusiness,On Campus," .Net, Java, Delphi, RPG, QA, SQL, Mobile technologies"
,10.01.2020,Atul Ltd,"BE/ME
CO IT ",http://bit.ly/AtulValsad,On Campus,-
,13.01.2020,Nilesh Enterprise,"BE/ME
CO IT MCA
EC EL",http://bit.ly/NileshEnterprise,On Campus,-
,13.01.2020,Shivam Jewels Pvt. Ltd,"BE/ME
CO IT MCA
B.Sc./M.Sc. (CS)",http://bit.ly/ShivamJewels,On Campus,"ASP.NET C# Developer,SQL"
,13.01.2020,Gati Softtech,"BE/ME
CO IT MCA
B.Sc./M.Sc. (CS)",http://bit.ly/GatiSofttech,On Campus,".NET framework 4.5, ASP.Net MVC, ASP.Net core 2.0, C#, SQL Server, JQuery, Angular JavaScript 1.7x, HTML 5, AJAX, Bootstrap 4/5."
,13.01.2020,CodeSchema Solutions,"BE/ME
CO IT MCA
B.Sc./M.Sc. (CS)","http://bit.ly/CodeSchema
",On Campus,"C# / ASP.NET / .NET Core Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,16.01.2020,AugustCode Solutions Pvt. Ltd.,"BE/ME
CO IT MCA
B.Sc./M.Sc. (CS)",http://bit.ly/AugustCode,On Campus,PHP / WordPress / AI
,16.01.2020,Ross India,"BE/ME
EL, Civil",http://bit.ly/RossIndia,On Campus,Design Engineer
,16.01.2020,Fujitsu Technology Solutions,"BE/ME
CO IT EC EL",http://bit.ly/FujitsuJapan,On Campus,"C,C++ / Java /.Net/SEo/Data Science "
,16.01.2020,Shubhalakshmi Polyesters Ltd,"BE/ME
EL IC",http://bit.ly/Shubhalakshmi,On Campus,"1.Textile Engineer

2.Mechanical Engineer

3.Electrical Engineer

4.Instrument/Electronics Engineer"
,18.01.2020,Jemistry Info Solutions LLP,"BE/ME
ALL
B.Sc./M.Sc. (CS)",http://bit.ly/JemistryInfo,On Campus,"Web Devloper, Graphics Designer, MySQL, MongoDB, SQLite, UI, Ajax, jQuery, and MySQL,APIs, Unix/Linux, and MVC Framework Architecture,JavaScript, CSS, and HTML., Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,24.01.2019,Cyber Suraksha Setu,LLB,http://bit.ly/CyberSurakshaSetu,On Campus,-
,24.01.2019,Sharda Enterprise,TT,http://bit.ly/SHARDAENTERPRISE,On Campus,-
,27.01.2020,rainstreamweb,"BE/ME
CO IT MCA
B.Sc./M.Sc.
(CS)",http://bit.ly/rainstreamweb,On Campus,"PHP, MySQL, Git"
,27.01.2020,Dmart,"MBA, BBA, ",http://bit.ly/DMART,On Campus,-
,27.01.2020,Meritorious Infotech,"BE/ME
CO IT MCA EC
B.Sc./M.Sc.
(CS)",http://bit.ly/MeritoriousInfotech,On Campus,"C#, C++, Objective-C, or JavaScript , React Native, PHP,Node JavaScript, Andriod"
,30.01.2020,RS Automation,"BE/ME
EL",http://bit.ly/RSAutomation,On Campus,Electrical engineers
,03.02.2020,Dynamic Dreamz,"BE/ME
CO IT MCA
B.Sc. M.Sc.(CS)",http://bit.ly/DynamicDreamz,On Campus,-
,06.02.2020,SRKay Consulting Group,"BE/ME
CO IT MCA
B.Sc.. M.Sc. (CS)",http://bit.ly/SRKayConsulting,On Campus,-
,07.02.2020,Meditab Software,"BE/ME
CO IT  EC",http://bit.ly/MeditabSoftware,"On Campus
Through eLitmus","Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,07.02.2020,Shahlon Silk Industries Ltd.,TT,http://bit.ly/ShahlonSilk,On Campus,Weaving Supervisor
,07.02.2020,Green Circle Consultants (India) Pvt. Ltd.,"BE/ME
EC CH EL Envio
BBA MBA
B.Sc. MSc.",http://bit.ly/GreenCIRcle,On Campus,-
,11.02.2020,"Garden Silk Milss Ltd,",CH,http://bit.ly/GardenSilk,On Campus,(Chemical)
,11.02.2020,3DEXTER,"BE/ME
EC",http://bit.ly/3DEXTER,On Campus,3D Designing and 3D Printing
,12.02.2020,e-Procurement Technologies Limited,ALL,http://bit.ly/eProcurementTechnology,On Campus,-
,12.02.2020,ROOP TELSONIC ULTRASONIX LTD,TT,http://bit.ly/ROOPTELSONIC,On Campus,-
,13.02.2020,BosLeo Technology Pvt. Ltd.,"BE/ME
CO IT MCA",http://bit.ly/bosLeotechnology,On Campus,PHP(Laravel) Lead/Developer
,14.02.2020,Rima Machines Pvt. Ltd.,TT,http://bit.ly/RimaMachines,On Campus,"Textile engineer with knowledge of Yarn Processing (twisting, covering, winding, etc.)
Knowledge of Mechanical and Electrical requirements of a machine"
,14.02.2020,Reliance Retail Ltd,EC,http://bit.ly/Relianceretail,On Campus,"Installation/Repair of AC, Refrigerator, washing Machine, LED TV, water purifier and Microwave as per the agreed SLA’s"
,17.02.2020,Melzo,"BE/ME
CO IT MCA",http://bit.ly/Melzo,On Campus,"We’re in search of a HTML/CSS. JavaScript. HTML/CSS. JavaScript. frameworks. Backend technologies. Databases and web storage.. Git/GitHub. HTTP and REST. who’s a jack of all trades, transitioning seamlessly between front and backend coding. You’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment. As a HTML/CSS. JavaScript. HTML/CSS. JavaScript. frameworks. Backend technologies. Databases and web storage.. Git/GitHub. HTTP and REST., you should be comfortable around both
front-end and back-end coding languages, development frameworks, and third-party libraries. You should also be a team player with a knack for visual design and utility."
,19.02.2020,Calyxpod,All,http://bit.ly/Calyxpod,On Campus,"Networking, OS, DB,Python / Django
Java / J2EE 
Javascript / ReactJavaScript 
Javascript / Angular "
,19.02.2020,Anand Systems,"BE/ME
CO IT MCA 
B.Sc. M.Sc. CS",http://bit.ly/AnandSystems,On Campus,"VB.Net,C#,SQL Server 2008, SQL Server 2012, SQL Server 2014.
ASP.Net, SQL Server, C#, HTML 5, CSS 3, Bootstrap , Java Script, jQuery,MVC,angular 7"
,20.02.2020,Morling Global (P) Ltd,"BE/ME
ALL
B.Sc. /M.Sc. (CS)",http://bit.ly/MorlingGlobalHcl,On Campus,"Good Communication skills (Written & Verbal).

Good Analytical, logical and reasoning skills,Network Analyst"
,24.02.2020,Sunrise Software Development,"BE/ME
CO IT MCA
B.Sc. /M.Sc. CS",http://bit.ly/SunriseSoftware,On Campus,-
,24.02.2020,Green Technology Solution,"BE/ME
CO IT MCA
B.Sc. /M.Sc. CS",http://bit.ly/GreenTechnologySolution,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation,Javascript and Jquery"
,26.02.2020,Actosoft,"BE/ME
CO IT MCA
B.Sc. /M.Sc. CS
MBA",http://bit.ly/Actosoft,On Campus,"1. Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation (MVC.NET technology)
2. MySQL, MongoDB, SQLite, UI (android studio, mobile app development)
3. Marketing Executive (Good Verbal, written communication skill required for Software Marketing)
4. Support Executive (Software Technical & Communication skill)"
,"03.10.2019
27.02.2020",Forferont Infotech,"BE/ME
CO IT MCA
B.Sc./M.Sc.
(CS)",http://bit.ly/FOREFRONTINFOTECH,On Campus,"ASP.net Developer

Desktop Developer

iOS Developer

MySQL, MongoDB, SQLite, UI

SEO Developer: 3 position

Front End Developer: 10 position"
,27.02.2020,Techcrest Design And Solution,"BE/ME
Civil MECH
CO IT",http://bit.ly/Techcrest,On Campus,software internship 
,28.02.2020,Solvina India Private Limited,ME - EL,http://bit.ly/SolvinaIndia,On Campus,"Masters in Engineering pursued in Electrical Engineering/Power Systems.software skills in tools like – Matlab, MS Office, MIPower."
,29.02.2020,Tagline Infotech,"BE/ME
CO IT MCA EC
B.Sc./M.Sc.
(CS)",http://bit.ly/TaglineInfotech,On Campus,"Ruby on Rails, NodeJs, AngularJs, ReactJs, ReactNative, Android, iOS,PHP"
,03.03.2020,VC ERP Consulting,"BE/ME
CO IT MCA 
MBA M.Com ",http://bit.ly/VCERP,On Campus,"Asp.Net	BE Computer,JAVA"
,06.03.2020,Sunstone Eduversity,ALL,http://bit.ly/Sunstoneeduversity,On Campus,Software ENgineer
,09.03.2020,Orail,"BE/ME
CO IT MCA
BBA B.Sc.( CS)
M.Sc.(CS) B.Com",http://bit.ly/OrailOptigo,On Campus,-
,13.03.2020,Neebal Technologies,"BE/ME
CO IT MCA
B.Sc.( CS) M.Sc.(CS)",http://bit.ly/NeebalTechnologies,On Campus,Java Developer -
,13.03.2020,Knack Solution,"BE/ME
EC EL",http://bit.ly/KnackSolution,On Campus,B.E Mechanical / Electrical / Electronics
,16.03.2020,Cirkle Studio Pvt. Ltd,"BE/ME
CO IT MCA
B.Sc.( CS) M.Sc.(CS)",http://bit.ly/CirkleStudio,On Campus,"[Scripting side] - JavaScript, Jquery, angular, React js , Backbone js. 

[Design side] - HTML5, CSS3, Bootstrap, SASS, Animation

[Database side] – My SQL, MongoDB

[Language] - Core PHP ,Node js

[PHP Framework] - WordPress, CodeIgniter, Laravel, OpenCart ,Ruby on Rail ,Express Js ,Hapi.

[Ecommerce] - Shopify, Magento"
,16.03.2020,Dodhia Group,TT,http://bit.ly/DodhiaGroup,On Campus, Industrial Engineer 
,16.03.2020,YOU Broadband India Ltd,"BE/ME
CO IT MCA",http://bit.ly/YOUBroadband,On Campuis ,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation , java developer"
,18.03.2020,Vortex Chemicals,"BE/ME
TT CH",http://bit.ly/VortexChemicals,On Campus,-
,18.03.2020,Starflex Sealing India Pvt. Ltd.,MECH,http://bit.ly/StarflexSealing,On Campus,-
,19.03.2020,Info Electromech,"BE/ME
CO IT MCA",http://bit.ly/InfoElectromech,On Campus,SOC Analyst
,20.03.2020,Jindal Institute of Power Technology,"BE/ME
EL",https://bit.ly/JindalInstituteofPowerTechnology,On Campus,-
,14.04.2020,Doubtnut,ALL,https://forms.gle/9o8Jc6YAs2nq5ctAA,On Campus,Content Developer Experts
,27.04.2020,Startup Hiring,"BE/ME
CO IT MCA EC",https://bit.ly/StartupHirinG ,On Campus,-
,5/5/2020,Hard and Soft,"BE/ME
CO IT MCA",https://forms.gle/zJrKug1eMyCu5BbN9 ,On Campus,"JavaScript, SQL, RDBMS Concepts and Microsoft .NET Framework, practical implementation of Object Oriented Concepts, N-Tier Architecture development and understanding of JavaScriptON, XML, SOAP."
,5/9/2020,Particle Intelligence,"BE/ME
CO IT MCA EC",https://forms.gle/EfqjEPLGJLcjfbsy8 ,On Campus,-
,5/10/2020,Bigscal Technologies Pvt. Ltd,"BE/ME
CO IT MCA EC 
B.Sc./M.Sc.
(CS)",https://goo.gl/GcYasP,On Campus,"• Good hands-on coding skills in C#, ASP.Net, Ajax, Java Script, jQuery"
,5/15/2020,OneIT,"BE/ME
CO IT MCA",https://forms.gle/VFLUVPsjVfq8KEnt6,On Campus,
,5/19/2020,Strata India,TT,,,• Knowledge of working Android/iOS mobile development would be added advantage
,5/20/2020,Inkey Solutions Surat,"BE/ME
CO IT MCA",http://bit.ly/SolInkey,On Campus," Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation (.Net Developer),SQL server"
,5/21/2020,PlanetX Technologies Pvt. Ltd Surat,"BE/ME
CO IT MCA",http://bit.ly/planetxsurat,On Campus,• Good communication and analytical skills are must.
,5/29/2020,Shaligram Infotech,"BE/ME 
CO IT MCA",https://forms.gle/YhhVC3s7ZgmZX8fcA,On Campus,-
,5/30/2020,Streebo Solutions Private Limited,ALL,https://forms.gle/kJGh3i1afWK1ABuf9,On Campus,-
,6/1/2020,Smarty Pants Technologies,MCA,https://forms.gle/hg8ZK9ik6DVju3C38,On Campus," Back-end/Full-stack developer 
2. Front end developer 
3. MySQL, MongoDB, SQLite, UI
4. swift,Xcode,UI/UX"
,6/5/2020,Mindgrad,ALL,https://forms.gle/pHyEjdkekpmaPEpm6,On Campus,-
,6/5/2020,Key Concepts IT Services LLP,"BE/ME
CO IT MCA",https://forms.gle/JqszvdoiK7gxQdqt9,On Campus,-
,6/6/2020,Aptech Learning centre,"BE/ME
CO IT MCA",https://bit.ly/AptecHLearning,On Campus,-
,6/8/2020,The Rasich Group,"BE/ME 
ALL",https://bit.ly/TheRasichgroup,"Pooled Campus
Through GTU",-
,6/8/2020,Tradepath Capital LLC,"BE/ME
CO IT MCA",https://bit.ly/TradepathcapitalLLC,On Campus,"Python/Java/C#,"
,6/9/2020,Glory AutoTech,"BE/ME
CO IT MCA",https://bit.ly/GloryAuto,On Campus,"Angular , React, Vue  , HTML , CSS ,JavaScript.,NodeJs , Java , Express , MySQl , MongoDb , ASP.NET ."
,6/10/2020,Bharat Tech Labs,"BE/ME
CO IT MCA",https://forms.gle/az4Ci5AnexhvoUxt8,On Campus,"HTML/CSS. JavaScript. HTML/CSS. JavaScript. frameworks. Backend technologies. Databases and web storage.. Git/GitHub. HTTP and REST., Graphics Designer"
,6/10/2020,Bigscal Technologies Pvt Ltd,"BE/ME
CO IT MCA",https://forms.gle/yFcvEXtbdXKczaUo9,On Campus,"ReactJs Developer
Asp.Net MVC Developer
React native Developer
Angular Developer
Node.js,Web Appplication, Commuincation 
HTML/CSS. JavaScript. Developer
Software Tester (QA) 
"
,6/11/2020,VKS Technologies,"BE/ME
CO IT EC EL",https://forms.gle/qr8zQSesVQmKaozG7,On Campus,"Microprocessors and Micro-controllers Boards , C, C++, JAVA, Python,Unix & Linux, Microsoft, Compilers, Assemblers, Linkers, Loaders, API Management, Cloud Computing, App Development Studios, Wireless Networks, Wireless Transmission Protocols, Wireless Sensors"
,6/11/2020,TCS Friday5 - AptiBooster #Recruitment,ALL,https://forms.gle/NUTfXbYPLkpywDgZ9,On Campus,-
,6/12/2020,ETP PLANT,CH,https://forms.gle/1YCY6QNAfZ8A7xwP9,On Campus,Be . chemical 
,6/15/2020,HivePro,"BE/ME
CO IT MCA",https://bit.ly/ScetHivePro,On Campus,"Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation - JAM Stack Application Development & Data Science"
,6/16/2020,AdvancedWare Technologies Private Limited,"BE/ME
CO IT MCA",https://bit.ly/AdvancedWare,On Campus,-
,20.06.2020,Xceed - A Unit of Safexpress Pvt Ltd,"BE/ME
CO IT MCA",https://bit.ly/XceedSafexpress,On Campus,"MySQL, MongoDB, SQLite, UI, Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation"
,29.06.2020,TCS - Cod vita,"BE/ME
ALL",https://bit.ly/TCSCodvita,On Campus," C, C++, C#, Java, Python, Pearl, Ruby, PHP"
,29.06.2020,Whitelion Incorporation,"BE/ME
CO IT MCA",https://bit.ly/WhitelionIncorporation,On Campus,-
,30.6.2020,IDES Global Pvt Ltd,Civil,https://bit.ly/AONCoCubesIDESGlobal,Pooled Campus," Problem-Solving and Critical Thinking,JAVA,Python,C,C++,Javascript,Commuincation,C#, C++,Excellent communication skills,Knowledge of Design of Components of Residential or Commercial Structures ,Excellent communication skills
"
